Property_Title,Price,Area_SqFt,BHK,Bathrooms,Furnishing_Status,Property_Type,Seller_Type,Project_Name,Locality,Posted_Date,Floor_Number,Source_Website,Raw_JSON,URL,Description
,"₹59.51 Lac
₹4,081 /sqft",1458.0,2,,,,,,,,,99acres,"""\u20b959.51 Lac\n\u20b94,081 /sqft\n1,458 sqft\n(135 sqm)\nSuper Built-up Area\n2 BHK\nUnder Construction""",,"₹59.51 Lac
₹4,081 /sqft
1,458 sqft
(135 sqm)
Super Built-up Area
2 BHK
Under Construction"
,"₹59.51 Lac
₹4,081 /sqft",1458.0,2,,,,,,,,,99acres,"""\u20b959.51 Lac\n\u20b94,081 /sqft\n1,458 sqft\n(135 sqm)\nSuper Built-up Area\n2 BHK\nUnder Construction""",,"₹59.51 Lac
₹4,081 /sqft
1,458 sqft
(135 sqm)
Super Built-up Area
2 BHK
Under Construction"
,"₹59.51 Lac
₹4,081 /sqft",1458.0,2,,,,,,,,,99acres,"""\u20b959.51 Lac\n\u20b94,081 /sqft\n1,458 sqft\n(135 sqm)\nSuper Built-up Area\n2 BHK\nUnder Construction""",,"₹59.51 Lac
₹4,081 /sqft
1,458 sqft
(135 sqm)
Super Built-up Area
2 BHK
Under Construction"
,"₹59.51 Lac
₹4,081 /sqft",1458.0,2,,,,,,,,,99acres,"""\u20b959.51 Lac\n\u20b94,081 /sqft\n1,458 sqft\n(135 sqm)\nSuper Built-up Area\n2 BHK\nUnder Construction""",,"₹59.51 Lac
₹4,081 /sqft
1,458 sqft
(135 sqm)
Super Built-up Area
2 BHK
Under Construction"
,"₹59.51 Lac
₹4,081 /sqft",1458.0,2,,,,,,,,,99acres,"""\u20b959.51 Lac\n\u20b94,081 /sqft\n1,458 sqft\n(135 sqm)\nSuper Built-up Area\n2 BHK\nUnder Construction""",,"₹59.51 Lac
₹4,081 /sqft
1,458 sqft
(135 sqm)
Super Built-up Area
2 BHK
Under Construction"
"2 BHK Flat in Shela, Ahmedabad","₹55 Lac
₹4,782 /sqft
1,150 sqft
(107 sqm)
Super Built-up Area
2 BHK
(2 Baths)
Under Construction",1150.0,2,2.0,,Apartment,Dealer,,"Sheladia Eris
RESALE
2 BHK Flat in Shela, Ahmedabad
·
RERA",,,99acres,"""1\nSheladia Eris\nRESALE\n2 BHK Flat in Shela, Ahmedabad\n\u00b7\nRERA\n\u20b955 Lac\n\u20b94,782 /sqft\n1,150 sqft\n(107 sqm)\nSuper Built-up Area\n2 BHK\n(2 Baths)\nUnder Construction\nHighlights :\nSanti Asictik school Nearby\nSarswati Hospital within 3km\n+2\n\nThis 2 bhk apartment is available for sale in sheladia eris, one of the most prominent projects for flats in shela, ahmedabad west. This residential flat is west-Facing direction. Constructed on a super built up area of 1150 sq.Ft., the flat comprises 2 bedroom(s), 2 """,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sheladia-eris-shela-ahmedabad-west-1150-sq-ft-spid-E86389666,"1
Sheladia Eris
RESALE
2 BHK Flat in Shela, Ahmedabad
·
RERA
₹55 Lac
₹4,782 /sqft
1,150 sqft
(107 sqm)
Super Built-up Area
2 BHK
(2 Baths)
Under Construction
Highlights :
Santi Asictik school Nearby
S"
"2 BHK Flat in Shela, Ahmedabad","₹55 Lac
₹4,782 /sqft
1,150 sqft
(107 sqm)
Super Built-up Area
2 BHK
(2 Baths)
Under Construction",1150.0,2,2.0,,Apartment,Dealer,,"Sheladia Eris
RESALE
2 BHK Flat in Shela, Ahmedabad
·
RERA",,,99acres,"""1\nSheladia Eris\nRESALE\n2 BHK Flat in Shela, Ahmedabad\n\u00b7\nRERA\n\u20b955 Lac\n\u20b94,782 /sqft\n1,150 sqft\n(107 sqm)\nSuper Built-up Area\n2 BHK\n(2 Baths)\nUnder Construction\nHighlights :\nSanti Asictik school Nearby\nSarswati Hospital within 3km\n+2\n\nThis 2 bhk apartment is available for sale in sheladia eris, one of the most prominent projects for flats in shela, ahmedabad west. This residential flat is west-Facing direction. Constructed on a super built up area of 1150 sq.Ft., the flat comprises 2 bedroom(s), 2 """,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sheladia-eris-shela-ahmedabad-west-1150-sq-ft-spid-E86389666,"1
Sheladia Eris
RESALE
2 BHK Flat in Shela, Ahmedabad
·
RERA
₹55 Lac
₹4,782 /sqft
1,150 sqft
(107 sqm)
Super Built-up Area
2 BHK
(2 Baths)
Under Construction
Highlights :
Santi Asictik school Nearby
S"
"2 BHK Flat in Shela, Ahmedabad","₹55 Lac
₹4,782 /sqft
1,150 sqft
(107 sqm)
Super Built-up Area
2 BHK
(2 Baths)
Under Construction",1150.0,2,2.0,,Apartment,,,"Sheladia Eris
RESALE
2 BHK Flat in Shela, Ahmedabad
·
RERA",,,99acres,"""1\nSheladia Eris\nRESALE\n2 BHK Flat in Shela, Ahmedabad\n\u00b7\nRERA\n\u20b955 Lac\n\u20b94,782 /sqft\n1,150 sqft\n(107 sqm)\nSuper Built-up Area\n2 BHK\n(2 Baths)\nUnder Construction\nHighlights :\nSanti Asictik school Nearby\nSarswati Hospital within 3km\n+2\n\nThis 2 bhk apartment is available for sale in sheladia eris, one of the most prominent projects for flats in shela, ahmedabad west. This residential flat is west-Facing direction. Constructed on a super built up area of 1150 sq.Ft., the flat comprises 2 bedroom(s), 2 """,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sheladia-eris-shela-ahmedabad-west-1150-sq-ft-spid-E86389666,"1
Sheladia Eris
RESALE
2 BHK Flat in Shela, Ahmedabad
·
RERA
₹55 Lac
₹4,782 /sqft
1,150 sqft
(107 sqm)
Super Built-up Area
2 BHK
(2 Baths)
Under Construction
Highlights :
Santi Asictik school Nearby
S"
"2 BHK Flat in Shela, Ahmedabad","₹55 Lac
₹4,782 /sqft
1,150 sqft
(107 sqm)
Super Built-up Area
2 BHK
(2 Baths)
Under Construction",1150.0,2,2.0,,Apartment,,,"Sheladia Eris
RESALE
2 BHK Flat in Shela, Ahmedabad
·
RERA",,,99acres,"""Sheladia Eris\nRESALE\n2 BHK Flat in Shela, Ahmedabad\n\u00b7\nRERA\n\u20b955 Lac\n\u20b94,782 /sqft\n1,150 sqft\n(107 sqm)\nSuper Built-up Area\n2 BHK\n(2 Baths)\nUnder Construction\nHighlights :\nSanti Asictik school Nearby\nSarswati Hospital within 3km\n+2\n\nThis 2 bhk apartment is available for sale in sheladia eris, one of the most prominent projects for flats in shela, ahmedabad west. This residential flat is west-Facing direction. Constructed on a super built up area of 1150 sq.Ft., the flat comprises 2 bedroom(s), 2 ba""",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sheladia-eris-shela-ahmedabad-west-1150-sq-ft-spid-E86389666,"Sheladia Eris
RESALE
2 BHK Flat in Shela, Ahmedabad
·
RERA
₹55 Lac
₹4,782 /sqft
1,150 sqft
(107 sqm)
Super Built-up Area
2 BHK
(2 Baths)
Under Construction
Highlights :
Santi Asictik school Nearby
Sar"
,"₹55 Lac
₹4,782 /sqft",1150.0,2,2.0,,,,,,,,99acres,"""\u20b955 Lac\n\u20b94,782 /sqft\n1,150 sqft\n(107 sqm)\nSuper Built-up Area\n2 BHK\n(2 Baths)\nUnder Construction""",,"₹55 Lac
₹4,782 /sqft
1,150 sqft
(107 sqm)
Super Built-up Area
2 BHK
(2 Baths)
Under Construction"
,"₹55 Lac
₹4,782 /sqft",1150.0,2,2.0,,,,,,,,99acres,"""\u20b955 Lac\n\u20b94,782 /sqft\n1,150 sqft\n(107 sqm)\nSuper Built-up Area\n2 BHK\n(2 Baths)\nUnder Construction""",,"₹55 Lac
₹4,782 /sqft
1,150 sqft
(107 sqm)
Super Built-up Area
2 BHK
(2 Baths)
Under Construction"
,"₹55 Lac
₹4,782 /sqft",1150.0,2,2.0,,,,,,,,99acres,"""\u20b955 Lac\n\u20b94,782 /sqft\n1,150 sqft\n(107 sqm)\nSuper Built-up Area\n2 BHK\n(2 Baths)\nUnder Construction""",,"₹55 Lac
₹4,782 /sqft
1,150 sqft
(107 sqm)
Super Built-up Area
2 BHK
(2 Baths)
Under Construction"
,"₹55 Lac
₹4,782 /sqft",1150.0,2,2.0,,,,,,,,99acres,"""\u20b955 Lac\n\u20b94,782 /sqft\n1,150 sqft\n(107 sqm)\nSuper Built-up Area\n2 BHK\n(2 Baths)\nUnder Construction""",,"₹55 Lac
₹4,782 /sqft
1,150 sqft
(107 sqm)
Super Built-up Area
2 BHK
(2 Baths)
Under Construction"
,"₹55 Lac
₹4,782 /sqft",1150.0,2,2.0,,,,,,,,99acres,"""\u20b955 Lac\n\u20b94,782 /sqft\n1,150 sqft\n(107 sqm)\nSuper Built-up Area\n2 BHK\n(2 Baths)\nUnder Construction""",,"₹55 Lac
₹4,782 /sqft
1,150 sqft
(107 sqm)
Super Built-up Area
2 BHK
(2 Baths)
Under Construction"
"3 BHK Apartment in Shela, Ahmedabad",,2010.0,3,,,Apartment,Builder,,,,,99acres,"""New Launch \u00b7 Completion in Dec, 2028\n1/10\nDev The Galaxy\nNEW BOOKING\n3 BHK Apartment in Shela, Ahmedabad\n3 BHK Apartment\n\u20b91.06 Cr\nNearby :\nWyndham Ahmedabad Shela Hotel\nApplewoods Galleria Mall\n+3\n\nLooking for your dream home? Explore 3 BHK apartments in Shela, now available in Dev The Galaxy. Apartments in Dev The Galaxy have SUPER area ranging between 2,010 sqft. The housing society is RERA-registered with MAA16047/271025/311230 registration number. Prices of apartments in this project, vary b""",https://www.99acres.com/dev-the-galaxy-shela-ahmedabad-west-npxid-r455919,"New Launch · Completion in Dec, 2028
1/10
Dev The Galaxy
NEW BOOKING
3 BHK Apartment in Shela, Ahmedabad
3 BHK Apartment
₹1.06 Cr
Nearby :
Wyndham Ahmedabad Shela Hotel
Applewoods Galleria Mall
+3

Lo"
"3 BHK Apartment in Shela, Ahmedabad",,2010.0,3,,,Apartment,Builder,,,,,99acres,"""New Launch \u00b7 Completion in Dec, 2028\n1/10\nDev The Galaxy\nNEW BOOKING\n3 BHK Apartment in Shela, Ahmedabad\n3 BHK Apartment\n\u20b91.06 Cr\nNearby :\nWyndham Ahmedabad Shela Hotel\nApplewoods Galleria Mall\n+3\n\nLooking for your dream home? Explore 3 BHK apartments in Shela, now available in Dev The Galaxy. Apartments in Dev The Galaxy have SUPER area ranging between 2,010 sqft. The housing society is RERA-registered with MAA16047/271025/311230 registration number. Prices of apartments in this project, vary b""",https://www.99acres.com/dev-the-galaxy-shela-ahmedabad-west-npxid-r455919,"New Launch · Completion in Dec, 2028
1/10
Dev The Galaxy
NEW BOOKING
3 BHK Apartment in Shela, Ahmedabad
3 BHK Apartment
₹1.06 Cr
Nearby :
Wyndham Ahmedabad Shela Hotel
Applewoods Galleria Mall
+3

Lo"
"3 BHK Apartment in Shela, Ahmedabad",,2010.0,3,,,Apartment,,,,,,99acres,"""New Launch \u00b7 Completion in Dec, 2028\n1/10\nDev The Galaxy\nNEW BOOKING\n3 BHK Apartment in Shela, Ahmedabad\n3 BHK Apartment\n\u20b91.06 Cr\nNearby :\nWyndham Ahmedabad Shela Hotel\nApplewoods Galleria Mall\n+3\n\nLooking for your dream home? Explore 3 BHK apartments in Shela, now available in Dev The Galaxy. Apartments in Dev The Galaxy have SUPER area ranging between 2,010 sqft. The housing society is RERA-registered with MAA16047/271025/311230 registration number. Prices of apartments in this project, vary b""",https://www.99acres.com/dev-the-galaxy-shela-ahmedabad-west-npxid-r455919,"New Launch · Completion in Dec, 2028
1/10
Dev The Galaxy
NEW BOOKING
3 BHK Apartment in Shela, Ahmedabad
3 BHK Apartment
₹1.06 Cr
Nearby :
Wyndham Ahmedabad Shela Hotel
Applewoods Galleria Mall
+3

Lo"
"3 BHK Apartment in Shela, Ahmedabad",,2010.0,3,,,Apartment,,,,,,99acres,"""Dev The Galaxy\nNEW BOOKING\n3 BHK Apartment in Shela, Ahmedabad\n3 BHK Apartment\n\u20b91.06 Cr\nNearby :\nWyndham Ahmedabad Shela Hotel\nApplewoods Galleria Mall\n+3\n\nLooking for your dream home? Explore 3 BHK apartments in Shela, now available in Dev The Galaxy. Apartments in Dev The Galaxy have SUPER area ranging between 2,010 sqft. The housing society is RERA-registered with MAA16047/271025/311230 registration number. Prices of apartments in this project, vary between Rs. 1.06 Cr""",https://www.99acres.com/dev-the-galaxy-shela-ahmedabad-west-npxid-r455919,"Dev The Galaxy
NEW BOOKING
3 BHK Apartment in Shela, Ahmedabad
3 BHK Apartment
₹1.06 Cr
Nearby :
Wyndham Ahmedabad Shela Hotel
Applewoods Galleria Mall
+3

Looking for your dream home? Explore 3 BHK a"
"3 BHK Apartment in Shela, Ahmedabad",,2010.0,3,,,Apartment,,,,,,99acres,"""Dev The Galaxy\nNEW BOOKING\n3 BHK Apartment in Shela, Ahmedabad\n3 BHK Apartment\n\u20b91.06 Cr\nNearby :\nWyndham Ahmedabad Shela Hotel\nApplewoods Galleria Mall\n+3\n\nLooking for your dream home? Explore 3 BHK apartments in Shela, now available in Dev The Galaxy. Apartments in Dev The Galaxy have SUPER area ranging between 2,010 sqft. The housing society is RERA-registered with MAA16047/271025/311230 registration number. Prices of apartments in this project, vary between Rs. 1.06 Cr""",https://www.99acres.com/dev-the-galaxy-shela-ahmedabad-west-npxid-r455919,"Dev The Galaxy
NEW BOOKING
3 BHK Apartment in Shela, Ahmedabad
3 BHK Apartment
₹1.06 Cr
Nearby :
Wyndham Ahmedabad Shela Hotel
Applewoods Galleria Mall
+3

Looking for your dream home? Explore 3 BHK a"
"3 BHK Apartment in Vaishnodevi Circle, Ahmedabad North",,2727.0,3,,,Apartment,Builder,,,,,99acres,"""Under Construction \u00b7 Completion in Dec, 2025\n1/4\nDivya Heights\nNEW BOOKING\n3 BHK Apartment in Vaishnodevi Circle, Ahmedabad North\n3 BHK Apartment\n\u20b91.51 Cr\n\nDivya Heights society now offers elegantly built 3 BHK apartments in Vaishnodevi Circle. Apartments in Divya Heights have SUPER area ranging between 2,727 sqft. Prices of apartments in this project, vary between Rs. 1.51 Cr. This society is RERA approved and PR/GJ/GANDHINAGAR/GANDHINAGAR/Gandhinagar Municipal Corporation/RN126AA10026/200722 i""",https://www.99acres.com/divya-heights-vaishnodevi-circle-ahmedabad-north-npxid-r396846,"Under Construction · Completion in Dec, 2025
1/4
Divya Heights
NEW BOOKING
3 BHK Apartment in Vaishnodevi Circle, Ahmedabad North
3 BHK Apartment
₹1.51 Cr

Divya Heights society now offers elegantly b"
"3 BHK Apartment in Vaishnodevi Circle, Ahmedabad North",,2727.0,3,,,Apartment,Builder,,,,,99acres,"""Under Construction \u00b7 Completion in Dec, 2025\n1/4\nDivya Heights\nNEW BOOKING\n3 BHK Apartment in Vaishnodevi Circle, Ahmedabad North\n3 BHK Apartment\n\u20b91.51 Cr\n\nDivya Heights society now offers elegantly built 3 BHK apartments in Vaishnodevi Circle. Apartments in Divya Heights have SUPER area ranging between 2,727 sqft. Prices of apartments in this project, vary between Rs. 1.51 Cr. This society is RERA approved and PR/GJ/GANDHINAGAR/GANDHINAGAR/Gandhinagar Municipal Corporation/RN126AA10026/200722 i""",https://www.99acres.com/divya-heights-vaishnodevi-circle-ahmedabad-north-npxid-r396846,"Under Construction · Completion in Dec, 2025
1/4
Divya Heights
NEW BOOKING
3 BHK Apartment in Vaishnodevi Circle, Ahmedabad North
3 BHK Apartment
₹1.51 Cr

Divya Heights society now offers elegantly b"
"3 BHK Apartment in Vaishnodevi Circle, Ahmedabad North",,2727.0,3,,,Apartment,,,,,,99acres,"""Under Construction \u00b7 Completion in Dec, 2025\n1/4\nDivya Heights\nNEW BOOKING\n3 BHK Apartment in Vaishnodevi Circle, Ahmedabad North\n3 BHK Apartment\n\u20b91.51 Cr\n\nDivya Heights society now offers elegantly built 3 BHK apartments in Vaishnodevi Circle. Apartments in Divya Heights have SUPER area ranging between 2,727 sqft. Prices of apartments in this project, vary between Rs. 1.51 Cr. This society is RERA approved and PR/GJ/GANDHINAGAR/GANDHINAGAR/Gandhinagar Municipal Corporation/RN126AA10026/200722 i""",https://www.99acres.com/divya-heights-vaishnodevi-circle-ahmedabad-north-npxid-r396846,"Under Construction · Completion in Dec, 2025
1/4
Divya Heights
NEW BOOKING
3 BHK Apartment in Vaishnodevi Circle, Ahmedabad North
3 BHK Apartment
₹1.51 Cr

Divya Heights society now offers elegantly b"
