Property_Title,Price,Area_SqFt,BHK,Bathrooms,Furnishing_Status,Property_Type,Seller_Type,Project_Name,Locality,Posted_Date,Floor_Number,Source_Website,Raw_JSON,URL,Description,Price_Lakhs,Area_SqFt_Clean,BHK_Clean,Bathrooms_Clean,Bathrooms_Imputed,Property_Type_Clean,Furnishing_Status_Clean,Extracted_Locality,Locality_Tier,Price_Per_SqFt,Price_Log,Bath_to_BHK_Ratio,Area_Per_Bedroom,Size_Category,Is_Luxury,Is_Villa,Is_Studio,Is_Premium_Location,Furnishing_Score,BHK_Category,Price_Category,Spaciousness_Score,Property_Type_Score,Source_Score,Data_Completeness
"3 BHK Flat for Sale in Safal Riviera Aspire, Shela, Ahmedabad","₹
1.50 Cr",1507.0,3.0,3.0,Furnished,,Dealer,,,,,MagicBricks,"""24\n+\nPhotos\nPosted: Yesterday\n3 BHK Flat for Sale in Safal Riviera Aspire, Shela, Ahmedabad\nSafal Riviera Aspire\nCARPET AREA\n1507 sqft\nTRANSACTION\nNew Property\nFURNISHING\nUnfurnished\nSOCIETY\nSafal Riviera Aspire\nBATHROOM\n3\nBALCONY\n1\n\nMultistorey Apartment for Sale in Shela, Ahmedabad. Covered area is 2740.0 Sq-ft. This property belongs to \""Riviera Aspire\"" .\n\nRead more\n\u20b9\n1.50 Cr\n\u20b95,500 per sqft\nContact AgentEnquire Now""",,"24
+
Photos
Posted: Yesterday
3 BHK Flat for Sale in Safal Riviera Aspire, Shela, Ahmedabad
Safal Riviera Aspire
CARPET AREA
1507 sqft
TRANSACTION
New Property
FURNISHING
Unfurnished
SOCIETY
Safal Riv",150.0,1507.0,3.0,3.0,3.0,Apartment,Furnished,Unknown,Tier 3,9953.550099535501,5.017279836814924,1.0,502.3333333333333,Very Large,1,0,0,0,3,3BHK,Luxury,1.0841726618705034,3,2,1.0
3 BHK House for Sale in Ghuma Road Ahmedabad,"₹
1.50 Cr",1000.0,3.0,,Furnished,,Owner,,,,,MagicBricks,"""1\nPhoto\nUpdated 1 month ago\nOwner: Gopal\n3 BHK House for Sale in Ghuma Road Ahmedabad\nSUPER AREA\n1000 sqft\nSTATUS\nReady to Move\nTRANSACTION\nResale\nFURNISHING\nFurnished\nBATHROOM\n3\n\nA residential house is available for sale. It is a good location. Please contact for more details.\n\nRead more\n\u20b9\n1.50 Cr\n\u20b915,000 per sqft\nContact OwnerGet Phone No.""",,"1
Photo
Updated 1 month ago
Owner: Gopal
3 BHK House for Sale in Ghuma Road Ahmedabad
SUPER AREA
1000 sqft
STATUS
Ready to Move
TRANSACTION
Resale
FURNISHING
Furnished
BATHROOM
3

A residential house ",150.0,1000.0,3.0,,3.0,Apartment,Furnished,Unknown,Tier 3,15000.0,5.017279836814924,1.0,333.3333333333333,Medium,1,0,0,0,3,3BHK,Luxury,0.7194244604316545,3,2,1.0
"4 BHK Flat for Sale in Shahibag, Ahmedabad","₹
1.50 Cr",2138.0,4.0,,Semi-Furnished,,Owner,,,,,MagicBricks,"""1\nPhoto\nUpdated 3 months ago\nOwner: Sameer\n4 BHK Flat for Sale in Shahibag, Ahmedabad\nSUPER AREA\n2138 sqft\nSTATUS\nReady to Move\nFLOOR\n1 out of 5\nTRANSACTION\nResale\nFURNISHING\nSemi-Furnished\nBATHROOM\n3\n\u20b9\n1.50 Cr\n\u20b97,016 per sqft\nContact OwnerGet Phone No.""",,"1
Photo
Updated 3 months ago
Owner: Sameer
4 BHK Flat for Sale in Shahibag, Ahmedabad
SUPER AREA
2138 sqft
STATUS
Ready to Move
FLOOR
1 out of 5
TRANSACTION
Resale
FURNISHING
Semi-Furnished
BATHROOM
3",150.0,2138.0,4.0,,3.0,Apartment,Semi-Furnished,Unknown,Tier 3,7015.902712815716,5.017279836814924,0.75,534.5,Very Large,1,0,0,0,2,4+BHK,Luxury,0.9572419968659055,3,2,1.0
"3 BHK Flat for Sale in Galaxy Tower, Bodakdev, Ahmedabad","₹
1.50 Cr",1700.0,3.0,3.0,Furnished,,Owner,,,,,MagicBricks,"""10\n+\nPhotos\nPosted: 3 months ago\nOwner: Shukla Shravan\n3 BHK Flat for Sale in Galaxy Tower, Bodakdev, Ahmedabad\nGalaxy Tower\nCARPET AREA\n1700 sqft\nSTATUS\nReady to Move\nFLOOR\n8 out of 10\nTRANSACTION\nResale\nFURNISHING\nFurnished\nSOCIETY\nGalaxy Tower\nBATHROOM\n3\nBALCONY\n3\n\u20b9\n1.50 Cr\n\u20b98,333 per sqft\nContact OwnerGet Phone No.""",,"10
+
Photos
Posted: 3 months ago
Owner: Shukla Shravan
3 BHK Flat for Sale in Galaxy Tower, Bodakdev, Ahmedabad
Galaxy Tower
CARPET AREA
1700 sqft
STATUS
Ready to Move
FLOOR
8 out of 10
TRANSACTION
Re",150.0,1700.0,3.0,3.0,3.0,Apartment,Furnished,Unknown,Tier 3,8823.529411764706,5.017279836814924,1.0,566.6666666666666,Very Large,1,0,0,0,3,3BHK,Luxury,1.2230215827338127,3,2,1.0
"4 BHK Apartment for Sale in Shivalik Sharda Park View 2, Shela Ahmedabad","₹
1.50 Cr",1805.0,4.0,4.0,Semi-Furnished,,Owner,,,,,MagicBricks,"""9\n+\nPhotos\nUpdated 3 days ago\nOwner: Nilesh\nPremium Member\n4 BHK Apartment for Sale in Shivalik Sharda Park View 2, Shela Ahmedabad\nShivalik Sharda Park View 2\nCARPET AREA\n1805 sqft\nSTATUS\nReady to Move\nFLOOR\n5 out of 12\nTRANSACTION\nResale\nFURNISHING\nSemi-Furnished\nFACING\nEast\nOVERLOOKING\nGarden/Park, Main Road\nSOCIETY\nShivalik Sharda Park View 2\nOWNERSHIP\nFreehold\nBATHROOM\n4\nBALCONY\n2\nEast Facing Property\n\u20b9\n1.50 Cr\n\u20b94,983 per sqft\nContact OwnerGet Phone No.""",,"9
+
Photos
Updated 3 days ago
Owner: Nilesh
Premium Member
4 BHK Apartment for Sale in Shivalik Sharda Park View 2, Shela Ahmedabad
Shivalik Sharda Park View 2
CARPET AREA
1805 sqft
STATUS
Ready to Mo",150.0,1805.0,4.0,4.0,4.0,Apartment,Semi-Furnished,Unknown,Tier 3,8310.249307479224,5.017279836814924,1.0,451.25,Very Large,1,0,0,0,2,4+BHK,Luxury,0.8081486456234609,3,2,1.0
"3 BHK Apartment for Sale in Tryksha East Ebony, Chandkheda Ahmedabad","₹
1.50 Cr",1650.0,3.0,3.0,Furnished,,Owner,,,,,MagicBricks,"""7\n+\nPhotos\nPosted: Nov 23, '25\nAgent: Shah Consultancy\nOperating Since: 2000\n2000+ Buyers Served\n3 BHK Apartment for Sale in Tryksha East Ebony, Chandkheda Ahmedabad\nTryksha East Ebony\nCARPET AREA\n1650 sqft\nSTATUS\nReady to Move\nFLOOR\n2 out of 11\nTRANSACTION\nResale\nFURNISHING\nFurnished\nOVERLOOKING\nGarden/Park, Main Road\nSOCIETY\nTryksha East Ebony\nOWNERSHIP\nFreehold\nBATHROOM\n3\nBALCONY\n2\n\n3 Bhk flat for sell new c g road Best location Best locality 24 hrs water and security play area gas line car p""",,"7
+
Photos
Posted: Nov 23, '25
Agent: Shah Consultancy
Operating Since: 2000
2000+ Buyers Served
3 BHK Apartment for Sale in Tryksha East Ebony, Chandkheda Ahmedabad
Tryksha East Ebony
CARPET AREA
165",150.0,1650.0,3.0,3.0,3.0,Apartment,Furnished,Unknown,Tier 3,9090.90909090909,5.017279836814924,1.0,550.0,Very Large,1,0,0,0,3,3BHK,Luxury,1.1870503597122302,3,2,1.0
"3 BHK Flat for Sale in Tryksha East Ebony, Chandkheda, Ahmedabad","₹
1.50 Cr",1650.0,3.0,3.0,Furnished,,Owner,,,,,MagicBricks,"""7\n+\nPhotos\nPosted: Nov 23, '25\nAgent: Shah Consultancy\nOperating Since: 2000\n2000+ Buyers Served\n3 BHK Flat for Sale in Tryksha East Ebony, Chandkheda, Ahmedabad\nTryksha East Ebony\nCARPET AREA\n1650 sqft\nSTATUS\nReady to Move\nFLOOR\n2 out of 11\nTRANSACTION\nResale\nFURNISHING\nFurnished\nOVERLOOKING\nGarden/Park, Main Road\nSOCIETY\nTryksha East Ebony\nOWNERSHIP\nFreehold\nBATHROOM\n3\nBALCONY\n2\n\n3 Bhk flat for sell new c g road Best location Best locality 24 hrs water and security play area gas line car parki""",,"7
+
Photos
Posted: Nov 23, '25
Agent: Shah Consultancy
Operating Since: 2000
2000+ Buyers Served
3 BHK Flat for Sale in Tryksha East Ebony, Chandkheda, Ahmedabad
Tryksha East Ebony
CARPET AREA
1650 sq",150.0,1650.0,3.0,3.0,3.0,Apartment,Furnished,Unknown,Tier 3,9090.90909090909,5.017279836814924,1.0,550.0,Very Large,1,0,0,0,3,3BHK,Luxury,1.1870503597122302,3,2,1.0
"2 Bedroom House in Nikol Naroda Road, Ahmedabad","₹1.5 Cr
₹14,493 /sqft
1,035 sqft
(96 sqm)
Plot Area
2 BHK
(3 Baths)
Ready To Move",1035.0,2.0,3.0,,Independent House,Owner,,"Nikol Naroda Road, Ahmedabad, Ahmedabad East
RESALE
2 Bedroom House in Nikol Naroda Road, Ahmedabad",,,99acres,"""17\nNikol Naroda Road, Ahmedabad, Ahmedabad East\nRESALE\n2 Bedroom House in Nikol Naroda Road, Ahmedabad\n\u20b91.5 Cr\n\u20b914,493 /sqft\n1,035 sqft\n(96 sqm)\nPlot Area\n2 BHK\n(3 Baths)\nReady To Move\nHighlights :\nEast Facing\nPrivate Garden\n+2\n\n1)including 4.23 kw sollar system 2) borewell and municipal both water connection 3) property is housing co operative society ltd 4) scheme has very big garden 5)very much big balcony 6) maintenance is very low 7)24 hours water\n\n3d ago\nOwner\nView Number\nContact""",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-nikol-naroda-road-ahmedabad-east-3087-sq-ft-spid-W86682032,"17
Nikol Naroda Road, Ahmedabad, Ahmedabad East
RESALE
2 Bedroom House in Nikol Naroda Road, Ahmedabad
₹1.5 Cr
₹14,493 /sqft
1,035 sqft
(96 sqm)
Plot Area
2 BHK
(3 Baths)
Ready To Move
Highlights :
Ea",150.0,1035.0,2.0,3.0,3.0,Independent House,Unknown,"Nikol Naroda Road, Ahmedabad, Ahmedabad East
Resale
2 Bedroom House In Nikol Naroda Road",Tier 2,14492.753623188406,5.017279836814924,1.5,517.5,Large,1,0,0,0,0,2BHK,Luxury,1.0993096123207646,5,3,1.0
"2 Bedroom House in Nikol Naroda Road, Ahmedabad","₹1.5 Cr
₹14,493 /sqft
1,035 sqft
(96 sqm)
Plot Area
2 BHK
(3 Baths)
Ready To Move",1035.0,2.0,3.0,,Independent House,,,"Nikol Naroda Road, Ahmedabad, Ahmedabad East
RESALE
2 Bedroom House in Nikol Naroda Road, Ahmedabad",,,99acres,"""17\nNikol Naroda Road, Ahmedabad, Ahmedabad East\nRESALE\n2 Bedroom House in Nikol Naroda Road, Ahmedabad\n\u20b91.5 Cr\n\u20b914,493 /sqft\n1,035 sqft\n(96 sqm)\nPlot Area\n2 BHK\n(3 Baths)\nReady To Move\nHighlights :\nEast Facing\nPrivate Garden\n+2\n\n1)including 4.23 kw sollar system 2) borewell and municipal both water connection 3) property is housing co operative society ltd 4) scheme has very big garden 5)very much big balcony 6) maintenance is very low 7)24 hours water""",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-nikol-naroda-road-ahmedabad-east-3087-sq-ft-spid-W86682032,"17
Nikol Naroda Road, Ahmedabad, Ahmedabad East
RESALE
2 Bedroom House in Nikol Naroda Road, Ahmedabad
₹1.5 Cr
₹14,493 /sqft
1,035 sqft
(96 sqm)
Plot Area
2 BHK
(3 Baths)
Ready To Move
Highlights :
Ea",150.0,1035.0,2.0,3.0,3.0,Independent House,Unknown,"Nikol Naroda Road, Ahmedabad, Ahmedabad East
Resale
2 Bedroom House In Nikol Naroda Road",Tier 2,14492.753623188406,5.017279836814924,1.5,517.5,Large,1,0,0,0,0,2BHK,Luxury,1.0993096123207646,5,3,1.0
"2 Bedroom House in Nikol Naroda Road, Ahmedabad","₹1.5 Cr
₹14,493 /sqft
1,035 sqft
(96 sqm)
Plot Area
2 BHK
(3 Baths)
Ready To Move",1035.0,2.0,3.0,,Independent House,,,"Nikol Naroda Road, Ahmedabad, Ahmedabad East
RESALE
2 Bedroom House in Nikol Naroda Road, Ahmedabad",,,99acres,"""Nikol Naroda Road, Ahmedabad, Ahmedabad East\nRESALE\n2 Bedroom House in Nikol Naroda Road, Ahmedabad\n\u20b91.5 Cr\n\u20b914,493 /sqft\n1,035 sqft\n(96 sqm)\nPlot Area\n2 BHK\n(3 Baths)\nReady To Move\nHighlights :\nEast Facing\nPrivate Garden\n+2\n\n1)including 4.23 kw sollar system 2) borewell and municipal both water connection 3) property is housing co operative society ltd 4) scheme has very big garden 5)very much big balcony 6) maintenance is very low 7)24 hours water""",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-nikol-naroda-road-ahmedabad-east-3087-sq-ft-spid-W86682032,"Nikol Naroda Road, Ahmedabad, Ahmedabad East
RESALE
2 Bedroom House in Nikol Naroda Road, Ahmedabad
₹1.5 Cr
₹14,493 /sqft
1,035 sqft
(96 sqm)
Plot Area
2 BHK
(3 Baths)
Ready To Move
Highlights :
East ",150.0,1035.0,2.0,3.0,3.0,Independent House,Unknown,"Nikol Naroda Road, Ahmedabad, Ahmedabad East
Resale
2 Bedroom House In Nikol Naroda Road",Tier 2,14492.753623188406,5.017279836814924,1.5,517.5,Large,1,0,0,0,0,2BHK,Luxury,1.0993096123207646,5,3,1.0
,"₹1.5 Cr
₹14,493 /sqft",1035.0,2.0,3.0,,,,,,,,99acres,"""\u20b91.5 Cr\n\u20b914,493 /sqft\n1,035 sqft\n(96 sqm)\nPlot Area\n2 BHK\n(3 Baths)\nReady To Move""",,"₹1.5 Cr
₹14,493 /sqft
1,035 sqft
(96 sqm)
Plot Area
2 BHK
(3 Baths)
Ready To Move",150.0,1035.0,2.0,3.0,3.0,Apartment,Unknown,Unknown,Tier 3,14492.753623188406,5.017279836814924,1.5,517.5,Large,1,0,0,0,0,2BHK,Luxury,1.0993096123207646,3,3,1.0
